,0
169,"[-0.38061015240315876, -0.07720527311981437, 0.1873840094653137], [0.9458385170187643 + 0.1779454109315491*i + -0.2373633785951967*j + 0.13184671764598563*k]"
170,"[-0.38296324612960714, -0.07771736786774941, 0.1867198570350429], [0.945304618385391 + 0.17942606110625273*i + -0.23765473089630842*j + 0.13313788318036565*k]"
171,"[-0.385278470765511, -0.07832834756397522, 0.1860238123607895], [0.9447561463469121 + 0.18087343496682673*i + -0.23802542501077875*j + 0.1344043210297614*k]"
172,"[-0.387593695401415, -0.07893932726020102, 0.18532776768653608], [0.9442037658601709 + 0.18232006055551558*i + -0.23839513441605995*j + 0.1356702028496071*k]"
173,"[-0.38988227697856537, -0.07950637649715374, 0.18469250316266367], [0.9436240445019864 + 0.18377510766841396*i + -0.23883409907676886*j + 0.1369622048499658*k]"
174,"[-0.39217085855571576, -0.08007342573410646, 0.18405723863879123], [0.9430402512191219 + 0.18522936175531765*i + -0.23927203312102824*j + 0.13825361583127888*k]"
175,"[-0.394458460803911, -0.08063593865458407, 0.18343348644369634], [0.9424478903872123 + 0.18670784690081546*i + -0.23972011113686142*j + 0.139522120564753*k]"
176,"[-0.39674606305210625, -0.08119845157506167, 0.18280973424860147], [0.9418514330285106 + 0.1881855204855841*i + -0.24016714716420068*j + 0.14079001883912115*k]"
177,"[-0.39906379410625326, -0.08185457673354093, 0.18222763712010426], [0.941273327697858 + 0.18972950681076023*i + -0.24046090824528582*j + 0.14207669906004564*k]"
178,"[-0.4013815251604003, -0.08251070189202021, 0.181645539991607], [0.9406910243435962 + 0.19127264695350935*i + -0.24075359688488113*j + 0.1433627456272593*k]"
179,"[-0.40370321746476917, -0.08312908800314017, 0.18107260639973377], [0.9401090493040625 + 0.19281279449841687*i + -0.24103062944232398*j + 0.144645903381189*k]"
180,"[-0.406024909769138, -0.08374747411426012, 0.18049967280786053], [0.9395229058301552 + 0.19435208711327046*i + -0.24130659327230208*j + 0.14592841977659107*k]"
181,"[-0.40830654361819574, -0.08428053020841439, 0.17988028824781038], [0.9389061543618886 + 0.19587874709086153*i + -0.24166726088325155*j + 0.14725381066943574*k]"
182,"[-0.4105881774672535, -0.08481358630256865, 0.1792609036877602], [0.9382850859766294 + 0.19740450645417087*i + -0.24202681735279433*j + 0.14857852451647066*k]"
183,"[-0.4128892608171554, -0.0854032746401672, 0.17857898440893039], [0.9376949891611208 + 0.19889828088886422*i + -0.24232176047998752*j + 0.1498257172833148*k]"
184,"[-0.41519034416705725, -0.08599296297776575, 0.1778970651301006], [0.9371009333433947 + 0.20039121556356712*i + -0.24261568051076002*j + 0.15107227747735671*k]"
185,"[-0.41752036574783014, -0.0865801060492821, 0.17734702343761233], [0.9365055665936145 + 0.2019110040565951*i + -0.24287016871889*j + 0.1523264629881776*k]"
186,"[-0.419850387328603, -0.08716724912079846, 0.1767969817451241], [0.9359061710304383 + 0.20342992393571732*i + -0.24312361210825528*j + 0.15357999319601198*k]"
187,"[-0.42210474659722186, -0.0876906110646276, 0.17604490896129749], [0.9352806067813194 + 0.20492663885457518*i + -0.24347553437020622*j + 0.1548383784133505*k]"
188,"[-0.42435910586584075, -0.08821397300845674, 0.1752928361774709], [0.9346509844723457 + 0.206422464623631*i + -0.24382640022375465*j + 0.15609609180727801*k]"
189,"[-0.42667097142925464, -0.08878576197847646, 0.1746238443866162], [0.9340616024564226 + 0.20796220166266907*i + -0.24394586546215422*j + 0.1573882467660026*k]"
190,"[-0.42898283699266854, -0.08935755094849618, 0.1739548525957615], [0.9334681086100762 + 0.20950102323177947*i + -0.24406425682702274*j + 0.15867970888628952*k]"
191,"[-0.4311001012577072, -0.08993639625227909, 0.173262393524518], [0.9327934294395647 + 0.21101551108911978*i + -0.24442230069302587*j + 0.16008313776941496*k]"
192,"[-0.43321736552274587, -0.09051524155606198, 0.17256993445327448], [0.9321142293238642 + 0.2125289762231759*i + -0.24477915992394314*j + 0.1614857907818399*k]"
193,"[-0.4351846855405209, -0.09112064813738571, 0.17185904510097771], [0.9313904937218157 + 0.21404570804671072*i + -0.24530732150070347*j + 0.16285116238321812*k]"
194,"[-0.4371520055582959, -0.09172605471870945, 0.17114815574868095], [0.9306621314720375 + 0.21556137660613037*i + -0.24583426452244345*j + 0.16421572502748782*k]"
195,"[-0.43914173569834924, -0.09234547333187532, 0.17043856092439605], [0.9299405931764926 + 0.21705965501790395*i + -0.24630575966329776*j + 0.16561724572865985*k]"
196,"[-0.44113146583840257, -0.09296489194504116, 0.16972896610011115], [0.929214449793133 + 0.2185568585451314*i + -0.246776035092204*j + 0.16701794628931346*k]"
197,"[-0.4428824295537815, -0.0936246756304483, 0.1690586074120608], [0.928429619529196 + 0.22004767741140094*i + -0.2475139776092501*j + 0.16832793034659438*k]"
198,"[-0.4446333932691604, -0.09428445931585541, 0.16838824872401045], [0.9276400550941662 + 0.22153737422885644*i + -0.24825065802360877*j + 0.16963705608009372*k]"
199,"[-0.4464919419431119, -0.09481876722827837, 0.16754312171342722], [0.9268961789064364 + 0.22290101844799812*i + -0.24883579050270443*j + 0.17105367247851413*k]"
200,"[-0.44835049061706345, -0.09535307514070133, 0.166697994702844], [0.9261478887840658 + 0.22426360119925462*i + -0.24941973801099046*j + 0.1724694743091895*k]"
201,"[-0.4502372086545109, -0.09566172535596407, 0.16638687253823709], [0.9264518189857799 + 0.22215596282268443*i + -0.2496832446125123*j + 0.17318207944251654*k]"
202,"[-0.4521239266919583, -0.09597037557122678, 0.1660757503736302], [0.9267510133928696 + 0.22004718883928295*i + -0.2499454748944853*j + 0.17389379931150062*k]"
203,"[-0.4540485628479139, -0.09623607539620543, 0.1657462462868706], [0.9270703912238877 + 0.21795197317034767*i + -0.25012857263708926*j + 0.17456552998135766*k]"
204,"[-0.4559731990038695, -0.09650177522118408, 0.165416742200111], [0.9273851553242944 + 0.21585567282467158*i + -0.250310425570385*j + 0.1752363918948214*k]"
205,"[-0.4578760830637493, -0.09674870581147006, 0.16509025603577276], [0.9276795978374249 + 0.21374628692606082*i + -0.2505369290804374*j + 0.17593844306591847*k]"
206,"[-0.459778967123629, -0.09699563640175604, 0.16476376987143454], [0.9279693273810886 + 0.2116358151140309*i + -0.250762159766446*j + 0.1766396004019973*k]"
207,"[-0.4616578002978394, -0.09722159757937507, 0.16442922752304734], [0.9282415334744893 + 0.209514255059813*i + -0.25102783563438325*j + 0.17735968593899062*k]"
208,"[-0.4635366334720499, -0.0974475587569941, 0.16409468517466017], [0.9285089459243345 + 0.2073916130278745*i + -0.251292215139334*j + 0.17807885555153455*k]"
209,"[-0.46544310053849314, -0.09765100623723733, 0.16376605917822742], [0.9287873163980243 + 0.2052764492522033*i + -0.2515062545333464*j + 0.17877445066667588*k]"
210,"[-0.46734956760493634, -0.09785445371748054, 0.16343743318179468], [0.9290609676352375 + 0.20316024245183747*i + -0.2517190160056328*j + 0.17946913741572115*k]"
211,"[-0.46927685232297733, -0.09801659712076347, 0.16313657943834572], [0.9293361668681289 + 0.20105031041578186*i + -0.2519094638181256*j + 0.1801518350487591*k]"
212,"[-0.47120413704101827, -0.09817874052404639, 0.16283572569489677], [0.929606691638386 + 0.1989393671179276*i + -0.25209864455265696*j + 0.18083362653711926*k]"
213,"[-0.4730709889385486, -0.09836903106761927, 0.16247992887308862], [0.9298447356466761 + 0.19680654223361133*i + -0.25236311510950715*j + 0.18157315510955457*k]"
214,"[-0.47493784083607893, -0.09855932161119213, 0.16212413205128048], [0.930077923583494 + 0.1946726895361574*i + -0.25262626771156665*j + 0.18231173542451753*k]"
215,"[-0.47675548499924864, -0.09883635033635504, 0.1617896228155215], [0.9302786133752025 + 0.19252858838395914*i + -0.25295807643456814*j + 0.18310285557061567*k]"
216,"[-0.47857312916241834, -0.09911337906151794, 0.16145511357976253], [0.9304743043945465 + 0.1903834526958991*i + -0.2532885259090352*j + 0.18389299182921912*k]"
217,"[-0.4805072334823093, -0.09914548717653496, 0.1611068995397038], [0.9307575077731823 + 0.18825969677425416*i + -0.2534254669588474*j + 0.18445671847620634*k]"
218,"[-0.4824413378022002, -0.09917759529155197, 0.1607586854996451], [0.9310361252314385 + 0.18613501328127843*i + -0.25356115936010826*j + 0.1850195362894561*k]"
219,"[-0.4843552113777658, -0.09921336389860565, 0.16041017484957212], [0.9312949330868664 + 0.1839983515611912*i + -0.2537277687206075*j + 0.18562481948692985*k]"
220,"[-0.4862690849533314, -0.09924913250565932, 0.16006166419949916], [0.9315490598523488 + 0.18186076498604153*i + -0.25389310273592347*j + 0.18622916965401198*k]"
221,"[-0.48815979593217573, -0.0993546420308917, 0.15971437459980944], [0.9317701910603177 + 0.1797177127393548*i + -0.2541046544979254*j + 0.18691356114964963*k]"
222,"[-0.49005050691102015, -0.09946015155612409, 0.15936708500011973], [0.9319865192558875 + 0.17757373409857333*i + -0.254314896422139*j + 0.1875969891586246*k]"
223,"[-0.49189916545820234, -0.09964463985396965, 0.15901226837528737], [0.9321594711825653 + 0.1754314939868827*i + -0.25459446210002173*j + 0.18837242651240405*k]"
224,"[-0.49374782400538453, -0.09982912815181522, 0.158657451750455], [0.9323274840015802 + 0.1732883243399966*i + -0.2548726787925671*j + 0.18914686576261422*k]"
225,"[-0.49557229832625277, -0.10003922729590348, 0.15826112787337748], [0.9324892847844263 + 0.1711338955965966*i + -0.25516383316052216*j + 0.18991667064002457*k]"
226,"[-0.497396772647121, -0.10024932643999175, 0.15786480399629993], [0.932646101306563 + 0.16897855212316618*i + -0.25545362364892515*j + 0.1906854603913472*k]"
227,"[-0.4991943480235702, -0.10051658014238987, 0.15748963032468288], [0.9327762728831895 + 0.1668252388936089*i + -0.2557869982367773*j + 0.1914961512596395*k]"
228,"[-0.5009919234000194, -0.10078383384478798, 0.1571144566530658], [0.9329013868901483 + 0.16467102112746276*i + -0.2561189859319722*j + 0.19230580382415605*k]"
229,"[-0.5027796564986213, -0.10094793723898567, 0.15667827683996238], [0.9330313330278867 + 0.1625018945710729*i + -0.2564395594698593*j + 0.19309173516212716*k]"
230,"[-0.5045673895972231, -0.10111204063318335, 0.15624209702685893], [0.9331562011878682 + 0.1603318836060069*i + -0.2567587373478872*j + 0.193876615607699*k]"
231,"[-0.5063727256134937, -0.10124588222368859, 0.1558107943561174], [0.9332885361723614 + 0.15815688340569714*i + -0.25705439849437833*j + 0.19463284587998175*k]"
232,"[-0.5081780616297642, -0.10137972381419383, 0.15537949168537585], [0.9334158244568123 + 0.15598102798182123*i + -0.2573486696351065*j + 0.19538802368718702*k]"
233,"[-0.5100666859916344, -0.10146368071724511, 0.1549830757256427], [0.9336024250113087 + 0.1538132268564623*i + -0.25752201256271673*j + 0.1959857553564905*k]"
234,"[-0.5119553103535046, -0.1015476376202964, 0.15458665976590957], [0.9337842441094042 + 0.15164463797475394*i + -0.25769403658814494*j + 0.19658248328231662*k]"
235,"[-0.5138491846668365, -0.10160626696589083, 0.15419830589211223], [0.9339647529439911 + 0.14947726578679832*i + -0.2578586822969661*j + 0.19716816993430983*k]"
236,"[-0.5157430589801685, -0.10166489631148526, 0.15380995201831488], [0.93414049835034 + 0.147309131231498*i + -0.2580220128690814*j + 0.1977528509847262*k]"
237,"[-0.5174917498867715, -0.10202891863776692, 0.1534587645868273], [0.934178350098395 + 0.14517463216805915*i + -0.25841485955313287*j + 0.19863760153718074*k]"
238,"[-0.5192404407933745, -0.10239294096404856, 0.15310757715533974], [0.9342110688810684 + 0.1430393354235767*i + -0.25880628634286973*j + 0.1995212606492994*k]"
239,"[-0.5208854799502087, -0.10207125319099096, 0.1529266352584095], [0.9345325816670951 + 0.14085774970460802*i + -0.2589495745519759*j + 0.19938170926677087*k]"
240,"[-0.522530519107043, -0.10174956541793335, 0.15274569336147925], [0.9348495127269434 + 0.13867547340336117*i + -0.25909159321086217*j + 0.1992411803769678*k]"
241,"[-0.5241718131265014, -0.10142538818190884, 0.15255633343243075], [0.9351606296693323 + 0.13649203713764038*i + -0.25923853910142114*j + 0.19909771560476508*k]"
242,"[-0.52581310714596, -0.10110121094588433, 0.1523669735033822], [0.9354671583742894 + 0.13430793119245052*i + -0.259384213073626*j + 0.19895327398691426*k]"
243,"[-0.52746681023301, -0.10077725786659344, 0.1521596670707103], [0.9357675665596572 + 0.13212769610470992*i + -0.259525977987693*j + 0.19881549247131255*k]"
244,"[-0.52912051332006, -0.10045330478730258, 0.15195236063803838], [0.9360634056248609 + 0.12994681587030893*i + -0.2596664757009919*j + 0.19867674018913586*k]"
245,"[-0.530672153612072, -0.1001307217443515, 0.15173663442766933], [0.9363695390471499 + 0.12775792526586574*i + -0.25983414433571567*j + 0.19843441312866056*k]"
246,"[-0.5322237939040838, -0.09980813870140041, 0.15152090821730024], [0.9366710170321161 + 0.12556839947521795*i + -0.26000052112835914*j + 0.19819109949297692*k]"
247,"[-0.5336051939395717, -0.09946873519663732, 0.1514283024098802], [0.9369666415830629 + 0.1233835584388058*i + -0.2602579681205724*j + 0.19782770305820457*k]"
248,"[-0.5349865939750597, -0.09912933169187423, 0.15133569660246013], [0.9372575257760161 + 0.12119809317287303*i + -0.26051409840001827*j + 0.19746330576161716*k]"
249,"[-0.5363691429765735, -0.0987858773254584, 0.1510750163493895], [0.9375174370101663 + 0.11894081932298312*i + -0.260792860098162*j + 0.19723392437024342*k]"
250,"[-0.5377516919780873, -0.0984424229590426, 0.15081433609631886], [0.9377723858117164 + 0.11668291589995033*i + -0.2610702413771906*j + 0.19700349898756078*k]"
251,"[-0.5391431974490288, -0.09809318932274017, 0.15051667997014315], [0.9380146148449442 + 0.11442538883428936*i + -0.2613586836121648*j + 0.19679189827817842*k]"
252,"[-0.5405347029199703, -0.09774395568643772, 0.15021902384396743], [0.9382518882746036 + 0.11216725725047244*i + -0.26164574506905236*j + 0.19657925790201697*k]"
253,"[-0.5418962318485829, -0.0973779889733784, 0.14996167737932797], [0.938497129905648 + 0.10993711819048173*i + -0.2619260595734514*j + 0.19629494776778697*k]"
254,"[-0.5432577607771957, -0.09701202226031909, 0.14970433091468852], [0.9387374978533765 + 0.10770640821910336*i + -0.262205013876923*j + 0.19600961825972893*k]"
255,"[-0.544615640955562, -0.09666131300178121, 0.14936677394778652], [0.9389694944679124 + 0.10545625165409836*i + -0.2624752245365725*j + 0.1957601183852735*k]"
256,"[-0.5459735211339285, -0.09631060374324334, 0.14902921698088453], [0.9391965593414383 + 0.1032055412021736*i + -0.26274405659996664*j + 0.19550959032171328*k]"
257,"[-0.547367952393987, -0.0959646900413636, 0.148736313703794], [0.9394060083353798 + 0.1009320422621633*i + -0.26301152597479227*j + 0.19533051874345847*k]"
258,"[-0.5487623836540454, -0.09561877633948387, 0.14844341042670348], [0.9396104631907035 + 0.09865800673988127*i + -0.2632775971085942*j + 0.19515040873487832*k]"
259,"[-0.5501563435344248, -0.09528970640435552, 0.14812695458609437], [0.9398006344320406 + 0.0963654019325243*i + -0.26354895455510163*j + 0.19501391074595134*k]"
260,"[-0.5515503034148042, -0.09496063646922719, 0.1478104987454853], [0.9399857453464951 + 0.0940722782486992*i + -0.2638188929305734*j + 0.19487636271077108*k]"
261,"[-0.5527830601407657, -0.09449167625588895, 0.1473672888154688], [0.9401843335038738 + 0.09180204201156317*i + -0.2641356668340942*j + 0.19457171845489885*k]"
262,"[-0.5540158168667273, -0.0940227160425507, 0.14692407888545225], [0.9403778572984903 + 0.08953131127688396*i + -0.2644510179540315*j + 0.19426602612607924*k]"
263,"[-0.555305258436017, -0.09365987714588307, 0.1465120305046254], [0.9405615614821413 + 0.08727850579842347*i + -0.26473991922228285*j + 0.19400821286236766*k]"
264,"[-0.5565947000053066, -0.09329703824921544, 0.14609998212379857], [0.9407403194299563 + 0.08502524133876412*i + -0.26502742827323633*j + 0.19374937934605985*k]"
265,"[-0.5578298767196453, -0.09288501709181171, 0.14540837748405477], [0.9408520733538398 + 0.08275505022834011*i + -0.26542234009235166*j + 0.19364906172606614*k]"
266,"[-0.559065053433984, -0.09247299593440798, 0.144716772844311], [0.9409588103951816 + 0.08048441784518207*i + -0.2658158366064027*j + 0.1935477115159081*k]"
267,"[-0.5603693320133096, -0.09213870072660271, 0.14407750952903936], [0.9410601991127147 + 0.0782209037859525*i + -0.26617759240707034*j + 0.1934856096902875*k]"
268,"[-0.5616736105926352, -0.09180440551879746, 0.14343824621376772], [0.9411566298550927 + 0.07595697761993325*i + -0.26653794585123497*j + 0.19342248848583588*k]"
269,"[-0.5629466352268768, -0.09146113338475245, 0.14280888437537637], [0.9412535439463225 + 0.07370424432275184*i + -0.26690979286526684*j + 0.19330962948058408*k]"
270,"[-0.5642196598611183, -0.09111786125070746, 0.14217952253698501], [0.9413455303804046 + 0.07145112516859418*i + -0.26728024255128124*j + 0.19319575845940573*k]"
271,"[-0.5654516589495796, -0.09080683132499193, 0.14168191022201143], [0.9414924503464602 + 0.0692701497114779*i + -0.26762416115766213*j + 0.19279761581571817*k]"
272,"[-0.5666836580380409, -0.09049580139927638, 0.14118429790703785], [0.9416346110333502 + 0.06708882409119227*i + -0.2679667269140081*j + 0.19239849857295038*k]"
