,0
771,"[-0.08238909030063879, -0.20537545181232955, -0.4353971827512638], [0.6835891107010469 + 0.6069181450043717*i + 0.15358588888306224*j + -0.37519017541961847*k]"
772,"[-0.08396855388403095, -0.205565293063762, -0.43612689567918006], [0.6826488417629568 + 0.606966020752605*i + 0.15383500196684846*j + -0.3767195251925517*k]"
773,"[-0.0855510351199032, -0.2057541149719577, -0.43685300405741995], [0.6817054288680334 + 0.6070111194778853*i + 0.15409017080695422*j + -0.37824783983882704*k]"
774,"[-0.08713831536418735, -0.20593825324761714, -0.43757424982096615], [0.6807641136405381 + 0.6070524129876869*i + 0.15433582661665105*j + -0.37977367218857394*k]"
775,"[-0.08872307513376575, -0.206119153473639, -0.43829573146427553], [0.6798180329427655 + 0.6070925216525196*i + 0.15458066997587155*j + -0.38130162432020215*k]"
776,"[-0.09030781907389236, -0.20630460144547677, -0.4390248023343648], [0.6788664085670056 + 0.6071342480560775*i + 0.15482583367289737*j + -0.38282811467316397*k]"
777,"[-0.09189241441155596, -0.20648823280514475, -0.4397415190902258], [0.6779132750592696 + 0.6071711748626663*i + 0.1550652224940567*j + -0.3843585990805634*k]"
778,"[-0.09348148317140649, -0.20666697669119968, -0.4404506347618944], [0.6769587387054787 + 0.6072044596331441*i + 0.1553081455367008*j + -0.3858872765742087*k]"
779,"[-0.09506697453910158, -0.20685173314675384, -0.4411672633708612], [0.6759958589380136 + 0.6072403854461063*i + 0.15555185706200217*j + -0.38741751734593005*k]"
780,"[-0.09665603365742007, -0.20702868268607458, -0.44187717448285824], [0.6750353097113166 + 0.6072689675082945*i + 0.1557941919838069*j + -0.3889471705623653*k]"
781,"[-0.09824559981348276, -0.20720441067382322, -0.44257737116507645], [0.6740729096075594 + 0.6072938992201055*i + 0.15603154638292166*j + -0.39047917874912824*k]"
782,"[-0.09983453014450283, -0.20736601174342875, -0.44326375913461297], [0.6731155438296385 + 0.6073078522621599*i + 0.15625858596674777*j + -0.39201516749652054*k]"
783,"[-0.10142526830156903, -0.2075302925692614, -0.4439392822294718], [0.6721551240511472 + 0.6073186873729923*i + 0.15648550785194731*j + -0.3935527753829858*k]"
784,"[-0.10301299466305448, -0.20769409548369527, -0.4446301017155702], [0.6711892812234304 + 0.6073303316135844*i + 0.15671236922975493*j + -0.3950899269828396*k]"
785,"[-0.10460580088696773, -0.20786400915163525, -0.44531425774363226], [0.6702222929271859 + 0.6073362980625857*i + 0.156946401595416*j + -0.3966264314759037*k]"
786,"[-0.10619567356772845, -0.2080267998343341, -0.4459969696065018], [0.6692502196900826 + 0.6073441064536111*i + 0.15717089033188283*j + -0.39816402528747374*k]"
787,"[-0.10778544021010225, -0.2081940105586896, -0.44668790318307977], [0.6682770261689 + 0.6073499315670048*i + 0.1573875291262227*j + -0.39970119163688833*k]"
788,"[-0.1093771642523112, -0.20835559685813484, -0.44737139155016886], [0.6673019169926743 + 0.6073506692223181*i + 0.15760986136971855*j + -0.40123864192288694*k]"
789,"[-0.11096648374563862, -0.2085192729918382, -0.4480492664995956], [0.6663175744040498 + 0.6073567943862728*i + 0.1578249030520607*j + -0.40277774805684335*k]"
790,"[-0.11255321014554173, -0.20866920201697772, -0.44870611920691694], [0.6653321329609517 + 0.607356215624247*i + 0.1580359128676441*j + -0.4043219390984293*k]"
791,"[-0.11414079979903659, -0.20882834830072314, -0.4493732210474278], [0.6643413090502059 + 0.6073557806293947*i + 0.15825000310734771*j + -0.4058651467446324*k]"
792,"[-0.11572855571468452, -0.2089820554293279, -0.45003174207007113], [0.6633465426062967 + 0.6073526087540234*i + 0.15846689865284963*j + -0.407409394937454*k]"
793,"[-0.11731849185668412, -0.20912548163792924, -0.45066622059704065], [0.6623558507498666 + 0.6073409725805838*i + 0.15867295881890972*j + -0.4089554525152387*k]"
794,"[-0.11890858318161063, -0.20928274417348725, -0.45132820796909073], [0.6613558683957107 + 0.6073350444484504*i + 0.15888326955380597*j + -0.4104980703721358*k]"
795,"[-0.12049946818244112, -0.20944255873819415, -0.45199671373145295], [0.6603560752793697 + 0.6073222821844673*i + 0.15909629219794905*j + -0.41204110136337446*k]"
796,"[-0.12209019305749552, -0.20958703388634434, -0.4526460654360747], [0.6593557358299227 + 0.6073043874981453*i + 0.15930506162118863*j + -0.41358589421733594*k]"
797,"[-0.12368204494758535, -0.2097373595571967, -0.4532969476359363], [0.6583513844793699 + 0.6072864816758855*i + 0.1595102145135537*j + -0.4151301906554875*k]"
798,"[-0.12527156481831597, -0.20988440997118132, -0.4539559854797124], [0.6573432664242812 + 0.6072677200177372*i + 0.15971222988032646*j + -0.41667463318249837*k]"
799,"[-0.12686519328270773, -0.21002544817477345, -0.454600817534866], [0.6563352326117848 + 0.6072439888194*i + 0.15991437208524426*j + -0.4182178787136207*k]"
800,"[-0.1284571283388015, -0.210175118908561, -0.455260618984309], [0.655318617814228 + 0.6072231667641332*i + 0.16011993943302444*j + -0.419760812709991*k]"
801,"[-0.12872903966690272, -0.21108764505584066, -0.4552469938534014], [0.6556136214550684 + 0.6066828999961692*i + 0.15972916280669605*j + -0.42022997604154844*k]"
802,"[-0.1289954284157674, -0.21199716767995852, -0.4552297002927122], [0.6559035521817694 + 0.6061480493001596*i + 0.15933110937371323*j + -0.42070021410820563*k]"
803,"[-0.12926885009212677, -0.21290813531118072, -0.4552182986191906], [0.6561917043418962 + 0.6056102772380714*i + 0.15893856783463298*j + -0.4211735638797618*k]"
804,"[-0.12954191068265108, -0.21381159458189167, -0.4552024041013255], [0.6564784472990379 + 0.6050734511905675*i + 0.15854506294760826*j + -0.4216463327376621*k]"
805,"[-0.12981469722366482, -0.21472373785466892, -0.45518284250133845], [0.6567654793884412 + 0.604534968079419*i + 0.15814959495725128*j + -0.4221199865769734*k]"
806,"[-0.1300868442169647, -0.21563026940415564, -0.45515487775570307], [0.6570525122014634 + 0.6039966341286981*i + 0.15775218402155486*j + -0.4225923693198672*k]"
807,"[-0.13036374618797716, -0.21653286250701617, -0.4551259319021121], [0.6573377731341948 + 0.6034579840126004*i + 0.15735543933098514*j + -0.42306592778830404*k]"
808,"[-0.13078040855097967, -0.21743905094539334, -0.45509444041328], [0.6576526297555899 + 0.6029844491270876*i + 0.15686355430433246*j + -0.4234342900822647*k]"
809,"[-0.13114594029031804, -0.21833223903872248, -0.4551040878436423], [0.6579740717905953 + 0.6024768117346901*i + 0.1563756044085871*j + -0.4238378021356242*k]"
810,"[-0.13151794460335078, -0.21922390309033007, -0.4551077104291148], [0.6582925848022299 + 0.6019702851246334*i + 0.15588458980008021*j + -0.42424361313310005*k]"
811,"[-0.13188973804620077, -0.22011116129028413, -0.4551110290090185], [0.6586137640121197 + 0.601458487108088*i + 0.15540129596331506*j + -0.4246481312243821*k]"
812,"[-0.13225195267288473, -0.2209929908464925, -0.4550427212730472], [0.6589159644251367 + 0.6009367364088909*i + 0.1549359615778406*j + -0.42508780089514847*k]"
813,"[-0.13254983051111827, -0.22189783923392734, -0.4550120949458831], [0.6591024524051595 + 0.6004888209373892*i + 0.15443886876966434*j + -0.4256122284144041*k]"
814,"[-0.13279344427839257, -0.22278547161161383, -0.4549942193214925], [0.6592191095542412 + 0.6000831995044204*i + 0.15395133888059992*j + -0.42617989690730596*k]"
815,"[-0.1330755672861565, -0.22366203761594078, -0.4549769797819409], [0.6593189393969894 + 0.5997007657766589*i + 0.15343486991773317*j + -0.42674965538667564*k]"
816,"[-0.13337211809988536, -0.2245610449918037, -0.45494116782133914], [0.659490653215868 + 0.5992612764628633*i + 0.1529329873972297*j + -0.42728152571667116*k]"
817,"[-0.13366617260194313, -0.22546294771383638, -0.45489167315163376], [0.6596945756125744 + 0.5988050614496748*i + 0.15242687815629336*j + -0.42778687696693457*k]"
818,"[-0.13388132638053152, -0.22619231665487988, -0.45486975070643043], [0.659853886894663 + 0.5983047241835867*i + 0.15181567787505912*j + -0.42845805503099577*k]"
819,"[-0.13410165439433955, -0.22711007321559354, -0.45486357871763133], [0.6600143569943148 + 0.5978357155821791*i + 0.15139312869781865*j + -0.4290147157368974*k]"
820,"[-0.13430206340847958, -0.2280299078617704, -0.4548524948173419], [0.6601663562892902 + 0.59737397983264*i + 0.15096713079804613*j + -0.4295737837220056*k]"
821,"[-0.1345258254336214, -0.22894369788594976, -0.454835272642523], [0.6603295037786918 + 0.5968990673652366*i + 0.150548048109782*j + -0.4301299048290321*k]"
822,"[-0.1347925182319438, -0.22985154246496245, -0.4547848466795834], [0.6605909626483498 + 0.5963505253472969*i + 0.1501653564914759*j + -0.4306228009466259*k]"
823,"[-0.13506602138635496, -0.23075161960532714, -0.4547287068393972], [0.6608549350689574 + 0.5958030160495454*i + 0.14977641213289392*j + -0.43111082940453577*k]"
824,"[-0.13534160131064374, -0.2316583124411154, -0.4546746958990096], [0.6611154791185817 + 0.5952541237609239*i + 0.14938973841486686*j + -0.43160347249733816*k]"
825,"[-0.1356191990548961, -0.23256108576546256, -0.4546180424816614], [0.6613766746279685 + 0.5947061200998762*i + 0.14899926051588722*j + -0.4320934451475989*k]"
826,"[-0.13618049669383384, -0.2336060130395634, -0.45553355080298213], [0.6618686448654751 + 0.594383561120208*i + 0.14817643737939198*j + -0.43206691914511436*k]"
827,"[-0.13661482405629172, -0.23466615209410932, -0.4551486717013755], [0.6620936140235233 + 0.5939395912424982*i + 0.14780322917120703*j + -0.4324604186171581*k]"
828,"[-0.13691540697301813, -0.23536792313039415, -0.4552048719713964], [0.6624904521941848 + 0.5932772227356365*i + 0.14708623811184954*j + -0.4330059772020923*k]"
829,"[-0.13734363975799105, -0.2364139942011045, -0.4548262891419188], [0.6627020235180233 + 0.5928376820950066*i + 0.1467021563213657*j + -0.4334143376077894*k]"
830,"[-0.13767466045296536, -0.23707664475400284, -0.4548754439911048], [0.6632496650223394 + 0.592037175343079*i + 0.14629233425443222*j + -0.433809195151431*k]"
831,"[-0.13811457985416703, -0.23811861984069044, -0.45452669997797446], [0.6634792413263989 + 0.5915865799376898*i + 0.14589322945005384*j + -0.4342070708397172*k]"
832,"[-0.13845859936992277, -0.23883093037861683, -0.4545623389187206], [0.6639841945168609 + 0.5908192735469696*i + 0.14546011875123865*j + -0.4346250444809896*k]"
833,"[-0.1389152499751808, -0.23996378598899326, -0.45428493946729337], [0.6641941904001614 + 0.590439023489254*i + 0.14508000834106244*j + -0.4349478453326187*k]"
834,"[-0.13923179215434783, -0.24065271067980426, -0.45434165566177653], [0.6647083048046993 + 0.5896432586404594*i + 0.14464303033448256*j + -0.4353872883298054*k]"
835,"[-0.13977148322775274, -0.24166464530235562, -0.45405337956943337], [0.6650780840456811 + 0.5891374937746084*i + 0.1444317871842835*j + -0.4355773345823369*k]"
836,"[-0.1400903348273284, -0.24232053814246365, -0.4541212794521884], [0.6656101928760776 + 0.5883167593499705*i + 0.14405588345983772*j + -0.4359981241336082*k]"
837,"[-0.1405929566134164, -0.24329198290027956, -0.45379127091820043], [0.6660354511279588 + 0.5878197836419573*i + 0.14382013755167466*j + -0.4360968330938856*k]"
838,"[-0.14090223836441365, -0.24393999169711994, -0.45383791654745825], [0.6665941999442013 + 0.5869954910983838*i + 0.14343975276611043*j + -0.4364785256542577*k]"
839,"[-0.1413450742909749, -0.24504720927335014, -0.4535617810670481], [0.666803241167087 + 0.5866028996225421*i + 0.14305287379102063*j + -0.436813863131224*k]"
840,"[-0.14167044156930167, -0.24570180834086164, -0.4535892196220287], [0.6673443315021813 + 0.5857962321763767*i + 0.14263547773514035*j + -0.43720640213877887*k]"
841,"[-0.14212441326423975, -0.24680907561983798, -0.4533180942455929], [0.6675543010258775 + 0.5853989408159783*i + 0.14224512511078216*j + -0.4375450372882784*k]"
842,"[-0.1424619104154159, -0.2475211239281424, -0.45333818589507435], [0.6680359292965606 + 0.5846359164547892*i + 0.14173225142055934*j + -0.43799635987894764*k]"
843,"[-0.1428922513955438, -0.24863144839734425, -0.45306865040669975], [0.6682490725617207 + 0.584231525608875*i + 0.14134105825665058*j + -0.4383370926079797*k]"
844,"[-0.1432197053473648, -0.24932142298929927, -0.4531019512560554], [0.6687684819361334 + 0.5834272498674876*i + 0.1409220949525045*j + -0.43875086875708547*k]"
845,"[-0.14366192125119423, -0.2504213846485035, -0.45283580293357417], [0.6689735947316844 + 0.5830227242090806*i + 0.14053278106960157*j + -0.4391006377272001*k]"
846,"[-0.14399023072481676, -0.25115706577128977, -0.45282412643099246], [0.6693614239935064 + 0.5823445506026349*i + 0.139911691794568*j + -0.43960758291001095*k]"
847,"[-0.14443411155535893, -0.2522653848941289, -0.45257021754006443], [0.6695758197492524 + 0.5819259625126548*i + 0.13952567052182122*j + -0.43995793324620586*k]"
848,"[-0.1447517164926316, -0.2530116165311698, -0.45255797730994873], [0.6699746722894913 + 0.5812335418624894*i + 0.1389292527565247*j + -0.4404545050661739*k]"
849,"[-0.1452023572664901, -0.25410160960516237, -0.45229719040679073], [0.6701927744693774 + 0.580811858302993*i + 0.13853532504207663*j + -0.44080289701764475*k]"
850,"[-0.14552245794316826, -0.25484862164148075, -0.4522723452084781], [0.6705755713672165 + 0.5801335599144061*i + 0.13793149934940185*j + -0.4413030220084554*k]"
851,"[-0.1455789737704386, -0.25482076214828536, -0.45250642902117355], [0.6694406856205936 + 0.5808829690167197*i + 0.13799334125269183*j + -0.44202034174013805*k]"
852,"[-0.1455799008446653, -0.25446872315208424, -0.45304928497765345], [0.6688559088545613 + 0.5808948030027333*i + 0.13846397599050575*j + -0.44274228213223*k]"
853,"[-0.14563885896875237, -0.25443591948690675, -0.45329282643676333], [0.667719486341801 + 0.5816383948773755*i + 0.13851746794073463*j + -0.44346406420272527*k]"
854,"[-0.14580144788511168, -0.25402409360604317, -0.45378034025944064], [0.6672719643820786 + 0.58159276286796*i + 0.13899183257526734*j + -0.4440487070205964*k]"
855,"[-0.14585195679593724, -0.25398570066381027, -0.4540121885337059], [0.6661449238141243 + 0.5823107448489687*i + 0.13904825637831023*j + -0.4447816535203151*k]"
856,"[-0.14563371362358002, -0.25363009984290463, -0.45451614998144907], [0.6652811065339609 + 0.5826050908955532*i + 0.13930532290084838*j + -0.4456078818457134*k]"
857,"[-0.14566584400643992, -0.25352190750661613, -0.45473952130654005], [0.6641643003644221 + 0.5832798783825192*i + 0.13932359806429379*j + -0.44638470025072613*k]"
858,"[-0.1457866685665157, -0.25315257796891105, -0.45513504183417525], [0.6635514090343348 + 0.5834574506509992*i + 0.13992271257041589*j + -0.4468764542413514*k]"
859,"[-0.14596857704884875, -0.25290917528333645, -0.45540518865716145], [0.6625222360074878 + 0.5841444676154853*i + 0.13970376007107077*j + -0.44757389018112365*k]"
860,"[-0.14616069956373395, -0.252652453805937, -0.45566708530698574], [0.6614973322568964 + 0.5848218526172646*i + 0.13949375210860743*j + -0.4482702011521423*k]"
861,"[-0.14632423264034547, -0.2524032740193993, -0.45593178859860384], [0.6604633538654155 + 0.5854966531626009*i + 0.13929129687864208*j + -0.4489763489874561*k]"
862,"[-0.14665945424046586, -0.2521254602049719, -0.45617735722031477], [0.6594771808091618 + 0.5862353173440279*i + 0.13899198050963119*j + -0.44955447950671906*k]"
863,"[-0.14685153384516578, -0.25185315421620047, -0.45643185159761573], [0.6584572616859439 + 0.5869099826876767*i + 0.13877064282897955*j + -0.45023706582580625*k]"
864,"[-0.14703472344792928, -0.2515817208625588, -0.4566731578900123], [0.6574389631555897 + 0.5875741407043029*i + 0.1385507779241263*j + -0.45092607025666936*k]"
865,"[-0.14726735809680544, -0.2512944195538909, -0.45692456269791726], [0.6564350934394139 + 0.5882569729222217*i + 0.1382950942819118*j + -0.4515763155958578*k]"
866,"[-0.14760372914097653, -0.25102124140362364, -0.457166005702709], [0.6554450146663783 + 0.5889872458046223*i + 0.13798213691417066*j + -0.4521579225459572*k]"
867,"[-0.14785257254771617, -0.2507225572395484, -0.4574181042472275], [0.6544425692637967 + 0.5896649598713306*i + 0.13773112965161863*j + -0.4528027104161722*k]"
868,"[-0.14806751312330976, -0.25042486444729356, -0.45765930366858376], [0.6534278190731387 + 0.5903285189970513*i + 0.13750833915423402*j + -0.4534708166829634*k]"
869,"[-0.14827306785602135, -0.2501281293021326, -0.4578917202504563], [0.6524103280253197 + 0.5909922030970797*i + 0.13728247970419982*j + -0.4541392963955233*k]"
870,"[-0.14852709063091793, -0.24988487433055356, -0.4581775477752047], [0.6513615428341198 + 0.5917272869464372*i + 0.13708505181687022*j + -0.45474679434618304*k]"
871,"[-0.14877342853200473, -0.24963415666593125, -0.458438148068211], [0.6503170838237308 + 0.592444057921072*i + 0.1368944220213372*j + -0.45536539826874883*k]"
872,"[-0.14892913248141978, -0.24912308545883183, -0.45869495127664905], [0.6493395769811163 + 0.5929878623576461*i + 0.13654741601814468*j + -0.45615601721479215*k]"
873,"[-0.1491819188335069, -0.2489298516825257, -0.45880462492221263], [0.6482429828639289 + 0.5937334312435704*i + 0.1364474352992247*j + -0.4567753771731531*k]"
